# Wordlist

# DATA
ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
1967	tʃʼ a m u	6340	suck, to	Sullkatiti	č'a.mu.	chupar, mamar	tʃʼ a m u	č'a.mu.			heggarty2005	Aymara
1968	tʃʼ u n q a	220	suck, to	Taquile	č'u.nqa.	chupar, mamar	tʃʼ u n q a	č'u.nqa.			heggarty2005	Quechua
1969	ç o χ u	6339	suck, to	Tarma	šuxu	chupar, mamar	ç o χ u	šuxu			adelaar1977	Quechua
1970	tʃ u - - tʃ u	607	suck, to	Troje	ču.ču.	chupar, mamar	tʃ u tʃ u	ču.ču.		Different?	heggarty2005	Quechua
1971	ʃ o q u	6339	suck, to	Wari	shoquy	chupar, mamar	ʃ o q u	shoquy			parkerchavez1976	Quechua
1972	ʃ u q u	6339	suck, to	Yanac	šuqu.	chupar, mamar	ʃ u q u	šuqu.			heggarty2005	Quechua
7409	ɲ u ɲ u	609	suck, to	Chetilla	ñuñu	chupar, manar	ɲ u ɲ u	ñuñu		quesada		
7543	s u n g a + n a	220	suck, to	Azuay	sunga-na, chuchu-na	chupar, mamar	s u n g a + n a	sunga-na				
7569	tʃ u tʃ u + n a	607	suck, to	Azuay	sunga-na, chuchu-na		tʃ u tʃ u + n a	chuchu-na				
7679	ɲ u ɲ u	609	suck, to	Jauja	ñuñuy		ɲ u ɲ u	ñuñuy				
7700	ʃ o q u	6339	suck, to	Huanca	shuquy		ʃ o q u	shuquy				
7701	ʃ o q u	6339	suck, to	Jauja	shuquy		ʃ o q u	shuquy				
#
5652	i n t - i	6400	sun	Anonimo	inti	sol	i n t i	inti			valera1586	Quechua
5653	i n t - i	6400	sun	Apuri	inti	sol	i n t i	inti			shimelman2017	Quechua
5654	ɾ u p ai	6401	sun	Apuri	rupay	sol	ɾ u p ai	rupay			shimelman2017	Quechua
5655	i n t - i	6400	sun	Apurimac	inti	sol	i n t i	inti			camacho2007	Quechua
5656	i n t - i	6400	sun	Arma	inti	sol	i n t i	inti, rupay			galvez2003	Quechua
5657	ɾ u p ai	6401	sun	Arma	rupay	sol	ɾ u p ai	inti, rupay			galvez2003	Quechua
5658	i n t - i	6400	sun	Atalla	inti	sol	i n t i	inti			heggarty2005	Quechua
5659	i n t - i	6400	sun	Ayacucho	inti	sol	i n t i	inti, rupay			soto1976	Quechua
5660	ɾ u p ai	6401	sun	Ayacucho	rupay	sol	ɾ u p ai	inti, rupay			soto1976	Quechua
5661	i n d - i	6400	sun	Bobonaza	indi	sol	i n d i	indi			orrwrisley1981	Quechua
5662	i n t - i	6400	sun	Cacra-Hongos	inti	sol	i n t i	inti			shimelman2017	Quechua
5663	l u p ai	6401	sun	Cacra-Hongos	rupay	sol	l u p ai	rupay			shimelman2017	Quechua
5664	i n d - i	6400	sun	Chachapoyas	inti	sol	i n d i	inti			taylor2006	Quechua
5665	i n t - i	6400	sun	Chacpar	inti	sol	i n t i	inti			heggarty2005	Quechua
5666	r u p ai	6401	sun	Chetilla	rupa.y	sol	r u p ai	rupa.y			heggarty2005	Quechua
5667	tʰ ( - ) u ɲ i	6403	sun	Chipaya	thuñi	sol	tʰ u ɲ i	thuñi			heggarty2005	Uru-Chipaya
5668	i n t - i	6400	sun	Curva	inti	sol	i n t i	inti			heggarty2005	Quechua
5669	i n t - i	6400	sun	Cuzco	inti	sol	i n t i	inti			heggarty2005	Quechua
5670	i n t - i	6400	sun	CuzquenoAntiguo	inti	sol	i n t i	inti			holguin1608	Quechua
5671	i n t - i	6400	sun	Huallaga	inti	sol	i n t i	inti			heggarty2005	Quechua
5672	i n t - i	6400	sun	Huanca	inti	sol	i n t i	inti			cerron2018	Quechua
5673	i n t - i	6400	sun	Huancane	inti	sol	i n t i	inti			heggarty2005	Aymara
5674	i n t - i	6400	sun	Huangascar	inti	sol	i n t i	inti			shimelman2017	Quechua
5675	ɾ u p ai	6401	sun	Huangascar	rupay	sol	ɾ u p ai	rupay			shimelman2017	Quechua
5676	i ɲ t - i	6400	sun	HuarazHuailas	inti	sol	i ɲ t i	inti			parkerchavez1976	Quechua
5677	i n t - i	6400	sun	Imbabura	inti	sol	i n t i	inti			gomez2009	Quechua
5678	r u p ai	6401	sun	Inkawasi	rupa.y	sol	r u p ai	rupa.y			heggarty2005	Quechua
5679	t ( h ) uː ɲ i	6403	sun	Iruhito	thú:ñi	sol	t h uː ɲ i	thú:ñi, tú:ni			cerron2016	Uru-Chipaya
5680	t ( - ) uː n i	6403	sun	Iruhito	tú:ni	sol	t uː n i	thú:ñi, tú:ni			cerron2016	Uru-Chipaya
5681	i n t - i	6400	sun	Jaqaru	inti	sol	i n t i	inti			heggarty2005	Aymara
5682	i n t j i	6400	sun	Kawki	intyi	sol	i n t j i	intyi			heggarty2005	Aymara
5683	i n d - i	6400	sun	Lamas	inti	sol	i n d i	inti			taylor2006	Quechua
5684	i n t - i	6400	sun	Laraos	inti	sol	i n t i	inti			heggarty2005	Quechua
5685	i n t - i	6400	sun	Lincha-Tana	inti	sol	i n t i	inti			shimelman2017	Quechua
5686	l u p ai	6401	sun	Lincha-Tana	rupay	sol	l u p ai	rupay			shimelman2017	Quechua
5687	i n t - i	6400	sun	Maragua	inti	sol	i n t i	inti			heggarty2005	Quechua
5688	i n d - i	6400	sun	Napo	indi	sol	i n d i	indi			orrwrisley1981	Quechua
5689	w i l k a	6404	sun	Pacaraos	wilka	sol	w i l k a	wilka			adelaar1982	Quechua
5690	i n d - i	6400	sun	Pastaza	indi	sol	i n d i	indi			landerman1973	Quechua
5691	i n t - i	6400	sun	Pocona	inti	sol	i n t i	inti			heggarty2005	Quechua
5692	i n t - i	6400	sun	Puki	inti	sol	i n t i	inti			heggarty2005	Aymara
5693	i n t - i	6400	sun	Puno	inti	sol	i n t i	inti			heggarty2005	Quechua
5694	i n d - i	6400	sun	Putumayo	indi	sol	i n d i	indi			tandioy1978	Quechua
5695	i ɲ t - i	6400	sun	Raimondi	inti	sol	i ɲ t i	inti			parkerchavez1976	Quechua
5696	i n t - i	6400	sun	SanPedro	inti	sol	i n t i	inti			shimelman2017	Quechua
5697	ɾ u p ai	6401	sun	SanPedro	rupay	sol	ɾ u p ai	rupay			shimelman2017	Quechua
5698	i n t - i	6400	sun	Santiagueno	inti	sol	i n t i	inti			juanatey2021	Quechua
5699	i n d - i	6400	sun	SantoTomas	indy	sol	i n d i	indy			santotomas1951	Quechua
5700	i n d - i	6400	sun	Serena	indi	sol	i n d i	indi			heggarty2005	Quechua
5701	i n t - i	6400	sun	Sullkatiti	inti	sol	i n t i	inti			heggarty2005	Aymara
5702	i n t - i	6400	sun	Taquile	inti	sol	i n t i	inti			heggarty2005	Quechua
5703	i n t - i	6400	sun	Tarma	inti	sol	i n t i	inti			adelaar1977	Quechua
5704	i n t - i	6400	sun	Troje	inti	sol	i n t i	inti			heggarty2005	Quechua
5705	t ( - ) uː n i	6403	sun	Tsimu	tú:ni	sol	t uː n i	tú:ni, tó:ni, tú:ñi			cerron2016	Uru-Chipaya
5706	t ( - ) oː n i	6403	sun	Tsimu	tó:ni	sol	t oː n i	tú:ni, tó:ni, tú:ñi			cerron2016	Uru-Chipaya
5707	t ( - ) uː ɲ i	6403	sun	Tsimu	tú:ñi	sol	t uː ɲ i	tú:ni, tó:ni, tú:ñi			cerron2016	Uru-Chipaya
5708	i ɲ t - i	6400	sun	Wari	inti	sol	i ɲ t i	inti			parkerchavez1976	Quechua
5709	r u p eː	6401	sun	Yanac	rupe:	sol	r u p eː	rupe:			heggarty2005	Quechua
7477	ɾ u p ai	6401	sun	Azuay	rupay, inti	sol	ɾ u p ai	rupay				
7568	i n t - i	6400	sun	Azuay	rupay, inti		i n t i	inti				
7680	i n t - i	6400	sun	Jauja	inti		i n t i	inti				
#
1190	m i s̺ k i -	6461	sweet	Anonimo	miʃqui	dulce	m i s̺ k i	miʃqui, ñucñu			valera1586	Quechua
1191	ɲ u k ɲ u	6462	sweet	Anonimo	ñucñu	dulce	ɲ u k ɲ u	miʃqui, ñucñu			valera1586	Quechua
1192	m i ʃ k i -	6461	sweet	Apuri	mishki	dulce	m i ʃ k i	mishki			shimelman2017	Quechua
1193	m i s k i -	6461	sweet	Apurimac	miski	dulce	m i s k i	miski			camacho2007	Quechua
1194	m i s k i -	6461	sweet	Arma	miski	dulce	m i s k i	miski			galvez2003	Quechua
1195	m i s k i -	6461	sweet	Atalla	miski	dulce	m i s k i	miski			heggarty2005	Quechua
1196	m i s k i -	6461	sweet	Ayacucho	miski	dulce	m i s k i	miski			soto1976	Quechua
1197	m i ʃ k i -	6461	sweet	Bobonaza	mishqui	dulce	m i ʃ k i	mishqui			orrwrisley1981	Quechua
1198	m i ʃ k i -	6461	sweet	Cacra-Hongos	mishki	dulce	m i ʃ k i	mishki			shimelman2017	Quechua
1199	m i s k i -	6461	sweet	Chachapoyas	miski	dulce	m i s k i	miski			taylor2006	Quechua
1200	m i ʃ k i -	6461	sweet	Chacpar	miški	dulce	m i ʃ k i	miški			heggarty2005	Quechua
1201	m i ʃ k i -	6461	sweet	Chetilla	miški	dulce	m i ʃ k i	miški			heggarty2005	Quechua
1202	m a z qʼ a -	6461	sweet	Chipaya	mazq'a	dulce	m a z qʼ a	mazq'a			heggarty2005	Uru-Chipaya
1203	m i s kʼ i -	6461	sweet	Curva	misk'i	dulce	m i s kʼ i	misk'i			heggarty2005	Quechua
1204	m i s kʼ i -	6461	sweet	Cuzco	misk'i	dulce	m i s kʼ i	misk'i			heggarty2005	Quechua
1205	m i s χ i -	6461	sweet	CuzquenoAntiguo	mizqqui	dulce	m i s χ i	mizqqui, ñucñu			holguin1608	Quechua
1206	ɲ u k ɲ u	6462	sweet	CuzquenoAntiguo	ñucñu	dulce	ɲ u k ɲ u	mizqqui, ñucñu			holguin1608	Quechua
1207	m i ʃ k i -	6461	sweet	Huallaga	miški	dulce	m i ʃ k i	miški, miškiχ			heggarty2005	Quechua
1208	m i ʃ k i χ	6461	sweet	Huallaga	miškiχ	dulce	m i ʃ k i χ	miški, miškiχ			heggarty2005	Quechua
1209	m i ʃ k i -	6461	sweet	Huanca	mishki	dulce	m i ʃ k i	mishki				Quechua
1210	m u χ s - a	156	sweet	Huancane	muχsa	dulce	m u χ s a	muχsa, musq'a,			heggarty2005	Aymara
1211	m u - s qʼ a	156	sweet	Huancane	musq'a	dulce	m u s qʼ a	muχsa, musq'a,			heggarty2005	Aymara
1212	m i ʃ k i -	6461	sweet	Huangascar	mishki	dulce	m i ʃ k i	mishki			shimelman2017	Quechua
1213	m i ʃ k i -	6461	sweet	HuarazHuailas	mishky	dulce	m i ʃ k i	mishky			parkerchavez1976	Quechua
1214	m i ʃ k i -	6461	sweet	Imbabura	mishki	dulce	m i ʃ k i	mishki			gomez2009	Quechua
1215	ɲ u k ɲ u	6462	sweet	Inkawasi	ñukñu	dulce	ɲ u k ɲ u	ñuk(ə)ñu			heggarty2005	Quechua
1216	m u x s - a	156	sweet	Jaqaru	muxsa	dulce	m u x s a	muxsa			heggarty2005	Aymara
1217	m u - s - a	156	sweet	Kawki	musa	dulce	m u s a	musa			heggarty2005	Aymara
1218	m i s k i -	6461	sweet	Lamas	miski	dulce	m i s k i	miski			taylor2006	Quechua
1219	m i ʃ k i -	6461	sweet	Laraos	miški	dulce	m i ʃ k i	miški			heggarty2005	Quechua
1220	m i ʃ k i -	6461	sweet	Lincha-Tana	mishki	dulce	m i ʃ k i	mishki			shimelman2017	Quechua
1221	m i s kʼ i -	6461	sweet	Maragua	misk'i	dulce	m i s kʼ i	misk'i			heggarty2005	Quechua
1222	m i ʃ k i -	6461	sweet	Napo	mishqui	dulce	m i ʃ k i	mishqui			orrwrisley1981	Quechua
1223	m i ç k i -	6461	sweet	Pacaraos	mishki	dulce	m i ç k i	mishki			adelaar1982	Quechua
1224	m i ʃ k i -	6461	sweet	Pastaza	mishqui	dulce	m i ʃ k i	mishqui			landerman1973	Quechua
1225	m i s kʼ i -	6461	sweet	Pocona	misk'i	dulce	m i s kʼ i	misk'i			heggarty2005	Quechua
1226	m u - s qʼ a	156	sweet	Puki	musq'a	dulce	m u s qʼ a	musq'a, muχsa			heggarty2005	Aymara
1227	m u χ s - a	156	sweet	Puki	muχsa	dulce	m u χ s a	musq'a, muχsa			heggarty2005	Aymara
1228	m i s kʼ i -	6461	sweet	Puno	misk'i	dulce	m i s kʼ i	misk'i			heggarty2005	Quechua
1229	m i s x i -	6461	sweet	Putumayo	misqui	dulce	m i s x i	misqui, dusi			tandioy1978	Quechua
1230	d u - s - i -	157	sweet	Putumayo	dusi	dulce	d u s i	misqui, dusi			tandioy1978	Quechua
1231	m i ʃ k i -	6461	sweet	Raimondi	mishky	dulce	m i ʃ k i	mishky			parkerchavez1976	Quechua
1232	m i ʃ k i -	6461	sweet	SanPedro	mishki	dulce	m i ʃ k i	mishki			shimelman2017	Quechua
1233	m i ʃ k i -	6461	sweet	Santiagueno	mishki	dulce	m i ʃ k i	mishki			juanatey2021	Quechua
1234	m i s k i -	6461	sweet	SantoTomas	mizque	dulce	m i s k i	mizque			santotomas1951	Quechua
1235	m i ʃ k i -	6461	sweet	Serena	miški	dulce	m i ʃ k i	miški			heggarty2005	Quechua
1236	m u χ s - a	156	sweet	Sullkatiti	muχsa	dulce	m u χ s a	muχsa, musq'a			heggarty2005	Aymara
1237	m u - s qʼ a	156	sweet	Sullkatiti	musq'a	dulce	m u s qʼ a	muχsa, musq'a			heggarty2005	Aymara
1238	m i s kʼ i -	6461	sweet	Taquile	misk'i	dulce	m i s kʼ i	misk'i			heggarty2005	Quechua
1239	m i ç g i -	6461	sweet	Tarma	mišgi	dulce	m i ç g i	mišgi				Quechua
1240	m i ʃ k i -	6461	sweet	Troje	miški	dulce	m i ʃ k i	miški			heggarty2005	Quechua
1241	m i ʃ k i -	6461	sweet	Wari	mishky	dulce	m i ʃ k i	mishky			parkerchavez1976	Quechua
1242	m i ʃ k i -	6461	sweet	Yanac	miški	dulce	m i ʃ k i	miški			heggarty2005	Quechua
7529	m i ʃ k i -	6461	sweet	Azuay	mishqui	dulce	m i ʃ k i	mishqui				
7681	m i ʃ k i -	6461	sweet	Jauja	mishki		m i ʃ k i	mishki				
#
1588	w ai t a + n i	6515	swim, to	Anonimo	huaytani	nadar	w ai t a + n i	huaytani			valera1586	Quechua
1589	s a m b u + ʎ a	6516	swim, to	Atalla	sambu.λa.	nadar	s a m b u + ʎ a	sambu.λa.			heggarty2005	Quechua
1590	n a d j a	176	swim, to	Ayacucho	nadya	nadar	n a d j a	nadya	esp		soto1976	Quechua
1591	w ai t a + n a	6515	swim, to	Bobonaza	huaitana	nadar	w ai t a + n a	huaitana			orrwrisley1981	Quechua
1592	w ai t a	6515	swim, to	Chachapoyas	wayta	nadar	w ai t a	wayta			taylor2006	Quechua
1593	n a d - a	176	swim, to	Chacpar	nada.	nadar	n a d a	nada.	esp		heggarty2005	Quechua
1594	n a d - a	176	swim, to	Chetilla	nada.	nadar	n a d a	nada.	esp		heggarty2005	Quechua
1595	t u j u n z	6518	swim, to	Chipaya	tuyun-z	nadar	t u j u n z	tuyun-z			heggarty2005	Uru-Chipaya
1596	s a m b u + ʎ a	6516	swim, to	Curva	sambu.λa.	nadar	s a m b u + ʎ a	sambu.λa.			heggarty2005	Quechua
1597	w ai t a	6515	swim, to	Cuzco	wayta.	nadar	w ai t a	wayta.			heggarty2005	Quechua
1598	w ai t a + n i	6515	swim, to	CuzquenoAntiguo	huaytani	nadar	w ai t a + n i	huaytani			holguin1608	Quechua
1599	n a r j a	176	swim, to	Huallaga	narya.	nadar	n a r j a	narya.	esp		heggarty2005	Quechua
1600	m aː t a	177	swim, to	Huanca	ma:tay	nadar	m aː t a	ma:tay			cerron2018	Quechua
1601	n a d - a	176	swim, to	Huancane	nada.	nadar	n a d a	nada.	esp		heggarty2005	Aymara
1602	w a m b u + n a	6516	swim, to	Imbabura	wambuna	nadar	w a m b u + n a	wambuna			gomez2009	Quechua
1603	n a d - a	176	swim, to	Inkawasi	nada.	nadar	n a d a	nada.	esp		heggarty2005	Quechua
1604	m a ʃ q i	6519	swim, to	Jaqaru	mašqi.	nadar	m a ʃ q i	mašqi.			heggarty2005	Aymara
1605	n a d - a	176	swim, to	Kawki	nada.	nadar	n a d a	nada.	esp		heggarty2005	Aymara
1606	w ai t a	6515	swim, to	Lamas	wayta	nadar	w ai t a	wayta			taylor2006	Quechua
1607	n a d - a	176	swim, to	Laraos	nada.	nadar	n a d a	nada.	esp		heggarty2005	Quechua
1608	w ai tʼ a	6515	swim, to	Maragua	wayt'a.	nadar	w ai tʼ a	wayt'a.			heggarty2005	Quechua
1609	w ai t a + n a	6515	swim, to	Napo	huaitana	nadar	w ai t a + n a	huaitana			orrwrisley1981	Quechua
1610	w ai t a + n a	6515	swim, to	Pastaza	waytana	nadar	w ai t a + n a	waytana			landerman1973	Quechua
1611	w ai tʼ a	6515	swim, to	Pocona	wayt'a.	nadar	w ai tʼ a	wayt'a.			heggarty2005	Quechua
1612	t ui t u - -	6518	swim, to	Puki	tuytu.	nadar	t ui t u	tuytu.			heggarty2005	Aymara
1613	t u j u - -	6518	swim, to	Puno	tuyu.	nadar	t u j u	tuyu.			heggarty2005	Quechua
1614	w ai t a	6515	swim, to	Putumayo	huayta	nadar	w ai t a	huayta			tandioy1978	Quechua
1615	w ai t a	6515	swim, to	Santiagueno	waytay	nadar	w ai t a	waytay			juanatey2021	Quechua
1616	w ai t a + n i	6515	swim, to	SantoTomas	guaytani	nadar	w ai t a + n i	guaytani, armani			santotomas1951	Quechua
1617	a r m a + n i	179	swim, to	SantoTomas	armani	nadar	a r m a + n i	guaytani, armani			santotomas1951	Quechua
1618	w ai t a	6515	swim, to	Serena	wayta.	nadar	w ai t a	wayta.			heggarty2005	Quechua
1619	t u j u - -	6518	swim, to	Sullkatiti	tuyu.	nadar	t u j u	tuyu.			heggarty2005	Aymara
1620	i ɲ a	6520	swim, to	Taquile	iña.	nadar	i ɲ a	iña.			heggarty2005	Quechua
1621	b a - - d u - -	178	swim, to	Tarma	badu	nadar	b a d u	badu	esp		adelaar1977	Quechua
1622	w a m b u	6516	swim, to	Troje	wambu.	nadar	w a m b u	wambu.			heggarty2005	Quechua
1623	n a d - a	176	swim, to	Yanac	nada.	nadar	n a d a	nada.	esp		heggarty2005	Quechua
7537	w a m b u + n a	6516	swim, to	Azuay	huambu-na	nadar	w a m b u + n a	huambu-na				
#
4971	tʃ u p a	6554	tail	Anonimo	chupa	cola, rabo	tʃ u p a	chupa			valera1586	Quechua
4972	ʈ u p a	6554	tail	Apuri	trupa	cola, rabo	ʈ u p a	trupa			shimelman2017	Quechua
4973	tʃ u p a	6554	tail	Apurimac	chupa	cola, rabo	tʃ u p a	chupa			camacho2007	Quechua
4974	tʃ u p a	6554	tail	Arma	chupa	cola, rabo	tʃ u p a	chupa			galvez2003	Quechua
4975	tʃ u p a	6554	tail	Atalla	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
4976	tʃ u p a	6554	tail	Ayacucho	chupa	cola, rabo	tʃ u p a	chupa			soto1976	Quechua
4977	tʃ u p a	6554	tail	Bobonaza	chupa	cola, rabo	tʃ u p a	chupa			orrwrisley1981	Quechua
4978	ʈ u p a	6554	tail	Cacra-Hongos	trupa	cola, rabo	ʈ u p a	trupa			shimelman2017	Quechua
4979	ʈʂ u p a	6554	tail	Chachapoyas	ĉupa	cola, rabo	ʈʂ u p a	ĉupa			taylor2006	Quechua
4980	tʃ u p a	6554	tail	Chacpar	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
4981	ʈʂ u p a	6554	tail	Chetilla	ĉupa	cola, rabo	ʈʂ u p a	ĉupa			heggarty2005	Quechua
4982	kʰ u r z	6555	tail	Chipaya	khurz	cola, rabo	kʰ u r z	khurz(a)			heggarty2005	Uru-Chipaya
4983	tʃ u p a	6554	tail	Curva	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
4984	tʃ u p a	6554	tail	Cuzco	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
4985	tʃ u p a	6554	tail	CuzquenoAntiguo	chupa	cola, rabo	tʃ u p a	chupa			holguin1608	Quechua
4986	tʃ u p a	6554	tail	Huallaga	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
4987	ʈʂ u p a	6554	tail	Huanca	trupa	cola, rabo	ʈʂ u p a	trupa			cerron2018	Quechua
4989	w i tʃʼ i n k a	6556	tail	Huancane	wič'inka	cola, rabo	w i tʃʼ i n k a	wič'inka			heggarty2005	Aymara
4990	ʈ u p a	6554	tail	Huangascar	trupa	cola, rabo	ʈ u p a	trupa			shimelman2017	Quechua
4991	tʃ u p a	6554	tail	HuarazHuailas	chupa	cola, rabo	tʃ u p a	chupa			parkerchavez1976	Quechua
4992	tʃ u p a	6554	tail	Imbabura	chupa	cola, rabo	tʃ u p a	chupa			gomez2009	Quechua
4993	ʈʂ u p a	6554	tail	Inkawasi	ĉupa	cola, rabo	ʈʂ u p a	ĉupa			heggarty2005	Quechua
4994	k u r s	6555	tail	Iruhito	kúr̂sʰ	cola, rabo	k u r s	kúr̂sʰ			cerron2016	Uru-Chipaya
4995	w i tʃʼ a n k u	6556	tail	Jaqaru	wič'anku	cola, rabo	w i tʃʼ a n k u	wič'anku			heggarty2005	Aymara
4996	w i ʈʂ’ i n g a	6556	tail	Kawki	wiĉ'inga	cola, rabo	w i ʈʂ’ i n g a	wiĉ'inga			heggarty2005	Aymara
4997	tʃ u p a	6554	tail	Lamas	chupa	cola, rabo	tʃ u p a	chupa			taylor2006	Quechua
4998	ʈʂ u p a	6554	tail	Laraos	ĉupa	cola, rabo	ʈʂ u p a	ĉupa			heggarty2005	Quechua
4999	ʈ u p a	6554	tail	Lincha-Tana	trupa	cola, rabo	ʈ u p a	trupa			shimelman2017	Quechua
5000	tʃ u p a	6554	tail	Maragua	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
5001	tʃ u p a	6554	tail	Napo	chupa	cola, rabo	tʃ u p a	chupa			orrwrisley1981	Quechua
5002	ʈʂ u p a	6554	tail	Pacaraos	trupa	cola, rabo	ʈʂ u p a	trupa			adelaar1982	Quechua
5003	tʃ u p a	6554	tail	Pastaza	chupa	cola, rabo	tʃ u p a	chupa			landerman1973	Quechua
5004	tʃ u p a	6554	tail	Pocona	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
5005	w i tʃʼ i n kʰ a	6556	tail	Puki	wič'inkha	cola, rabo	w i tʃʼ i n kʰ a	wič'inkha			heggarty2005	Aymara
5006	tʃ u p a	6554	tail	Puno	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
5007	tʃ u p a	6554	tail	Putumayo	chupa	cola, rabo	tʃ u p a	chupa			tandioy1978	Quechua
5008	tʃ u p a	6554	tail	Raimondi	chupa	cola, rabo	tʃ u p a	chupa			parkerchavez1976	Quechua
5009	ʈ u p a	6554	tail	SanPedro	trupa	cola, rabo	ʈ u p a	trupa			shimelman2017	Quechua
5010	tʃ u p a	6554	tail	Santiagueno	chupa	cola, rabo	tʃ u p a	chupa			juanatey2021	Quechua
5011	tʃ u p a	6554	tail	SantoTomas	chuppa	cola, rabo	tʃ u p a	chuppa			santotomas1951	Quechua
5012	tʃ u p a	6554	tail	Serena	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
5013	w i tʃʼ i n kʰ a	6556	tail	Sullkatiti	wič'inkha	cola, rabo	w i tʃʼ i n kʰ a	wič'inkha			heggarty2005	Aymara
5014	tʃ u p a	6554	tail	Taquile	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
5015	ʈʂ u b a	6554	tail	Tarma	ĉuba	cola, rabo	ʈʂ u b a	ĉuba			adelaar1977	Quechua
5016	tʃ u p a	6554	tail	Troje	čupa	cola, rabo	tʃ u p a	čupa			heggarty2005	Quechua
5017	k u r s	6555	tail	Tsimu	kúr̂sʰ	cola, rabo	k u r s	kúr̂sʰ			cerron2016	Uru-Chipaya
5018	tʃ u p a	6554	tail	Wari	chupa	cola, rabo	tʃ u p a	chupa			parkerchavez1976	Quechua
5019	ʈʂ u p a	6554	tail	Yanac	ĉupa	cola, rabo	ʈʂ u p a	ĉupa			heggarty2005	Quechua
7464	tʃ u p a	6554	tail	Azuay	chupa	cola, rabo	tʃ u p a	chupa				
7682	ʈʂ u p a	6554	tail	Jauja	trupa		ʈʂ u p a	trupa				
#
52	tʃ u n k a	6604	ten	Anonimo	chunca	diez	tʃ u n k a	chunca			valera1586	Quechua
53	ʈ u n k a	6604	ten	Apuri	trunka	diez	ʈ u n k a	trunka			shimelman2017	Quechua
54	tʃ u n k a	6604	ten	Apurimac	chunka	diez	tʃ u n k a	chunka			camacho2007	Quechua
55	tʃ u n k a	6604	ten	Arma	chunka	diez	tʃ u n k a	chunka			galvez2003	Quechua
56	tʃ u n k a	6604	ten	Atalla	čunka	diez	tʃ u n k a	čunka			heggarty2005	Quechua
57	tʃ u n k a	6604	ten	Ayacucho	chunka	diez	tʃ u n k a	chunka			soto1976	Quechua
58	tʃ u n g a	6604	ten	Bobonaza	chunga	diez	tʃ u n g a	chunga			orrwrisley1981	Quechua
59	ʈ u n k a	6604	ten	Cacra-Hongos	trunka	diez	ʈ u n k a	trunka			shimelman2017	Quechua
60	ʈʂ u n g a	6604	ten	Chachapoyas	ĉunka	diez	ʈʂ u n g a	ĉunka			taylor2006	Quechua
61	tʃ u n k a	6604	ten	Chacpar	čunka	diez	tʃ u n k a	čunka			heggarty2005	Quechua
62	ʈʂ u n g a	6604	ten	Chetilla	ĉunga	diez	ʈʂ u n g a	ĉunga			heggarty2005	Quechua
63	t u n k a	6604	ten	Chipaya	tunka	diez	t u n k a	tunka			heggarty2005	Uru-Chipaya
64	tʃ u n k a	6604	ten	Curva	čunka	diez	tʃ u n k a	čunka			heggarty2005	Quechua
65	tʃ u n k a	6604	ten	Cuzco	čunka	diez	tʃ u n k a	čunka			heggarty2005	Quechua
66	tʃ u n k a	6604	ten	CuzquenoAntiguo	chunca	diez	tʃ u n k a	chunca			holguin1608	Quechua
67	tʃ u n k a	6604	ten	Huallaga	čunka	diez	tʃ u n k a	čunka			heggarty2005	Quechua
68	ʈʂ u n k a	6604	ten	Huanca	trunka	diez	ʈʂ u n k a	trunka			cerron2018	Quechua
69	t u n k a	6604	ten	Huancane	tunka	diez	t u n k a	tunka			heggarty2005	Aymara
70	ʈ u n k a	6604	ten	Huangascar	trunka	diez	ʈ u n k a	trunka			shimelman2017	Quechua
71	tʃ u ɲ k a	6604	ten	HuarazHuailas	chunka	diez	tʃ u ɲ k a	chunka			parkerchavez1976	Quechua
72	tʃ u n g a	6604	ten	Imbabura	chunga	diez	tʃ u n g a	chunga			gomez2009	Quechua
73	d i e s	6605	ten	Inkawasi	diez	diez	d i e s	diez	esp		heggarty2005	Quechua
74	k a: l o:	6606	ten	Iruhito	ka:lo:	diez	k a: l o:	ka:lo:			cerron2016	Uru-Chipaya
75	ʈʂ u n k a	6604	ten	Jaqaru	ĉunka	diez	ʈʂ u n k a	ĉunka			heggarty2005	Aymara
76	ʈʂ u n k a	6604	ten	Kawki	ĉunka	diez	ʈʂ u n k a	ĉunka			heggarty2005	Aymara
77	tʃ u n g a	6604	ten	Lamas	chunka	diez	tʃ u n g a	chunka			taylor2006	Quechua
78	ʈʂ u n k a	6604	ten	Laraos	ĉunka	diez	ʈʂ u n k a	ĉunka			heggarty2005	Quechua
79	ʈ u n k a	6604	ten	Lincha-Tana	trunka	diez	ʈ u n k a	trunka			shimelman2017	Quechua
